3,4,4,4,4,4,4,4,4,11,11,4,4,4,4,4,3,3,12,12,3,3,14,3,3,3,21,3,3,3,3,3
4,10,4,12,11,11,4,11,11,4,4,4,12,12,12,12,12,3,3,12,12,3,3,2,2,3,21,3,3,3,3,3
10,4,11,11,3,4,4,4,4,12,12,12,13,13,13,13,13,12,3,3,3,3,3,2,2,3,7,3,3,6,3,3
4,3,12,12,3,3,12,12,12,13,13,13,13,13,13,13,13,13,12,3,3,3,3,2,2,3,21,3,3,3,3,3
3,12,3,3,12,12,13,13,13,13,13,12,12,10,10,10,10,10,10,4,4,3,3,2,2,3,21,3,3,3,3,3
3,3,3,12,13,13,13,13,13,12,12,4,4,4,10,10,10,10,10,10,11,4,14,2,2,11,17,18,18,8,18,18
12,3,12,13,13,13,13,12,12,4,4,4,10,10,9,9,10,10,10,10,10,11,4,3,11,11,11,3,3,3,3,3
12,3,12,13,13,12,12,4,4,4,10,10,9,9,9,9,9,10,10,10,10,10,11,11,13,13,11,2,2,2,2,2
3,1,1,12,12,4,4,4,10,10,9,9,9,9,9,9,4,10,10,10,12,13,13,13,13,13,13,12,3,3,3,3
3,1,1,1,4,4,11,4,4,9,9,9,9,9,9,4,10,12,13,13,13,13,13,13,13,13,13,12,3,3,3,3
3,1,1,4,11,11,4,4,9,9,9,9,9,9,4,10,12,13,13,13,13,13,13,13,13,13,13,12,11,3,3,3
11,1,1,11,4,4,1,9,9,9,9,9,9,4,10,12,13,13,12,12,12,13,13,13,13,13,12,3,3,3,3,9
11,3,3,3,1,1,9,9,9,9,9,9,4,10,12,13,13,12,3,3,3,12,13,13,13,12,3,3,3,3,9,9
3,11,3,1,1,9,9,9,9,9,9,4,4,12,13,13,12,3,3,3,3,3,12,12,12,3,3,3,9,9,9,9
3,11,3,1,9,9,9,9,9,9,9,3,3,3,12,12,3,3,9,9,9,3,3,3,3,3,9,9,9,9,9,9
3,3,3,9,9,9,9,9,9,9,9,9,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,3,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
