13,13,12,3,3,3,12,12,13,13,13,13,13,12,3,3,3,3,12,12,12,9,9,9,10,10,11,11,3,3,3,3
13,13,13,12,12,3,3,12,12,13,13,13,12,3,3,3,3,12,12,12,9,9,13,13,12,12,3,3,3,11,3,3
13,13,13,12,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,12,3,3,12,12,11,3,3,3
13,13,12,3,3,9,9,3,3,3,3,21,2,2,3,3,12,13,13,13,13,12,12,3,12,12,13,13,12,3,3,4
13,13,12,3,9,9,3,3,3,3,3,21,2,2,3,12,13,13,13,12,12,3,3,12,13,13,12,12,3,3,4,12
12,13,12,3,9,3,3,3,6,3,3,7,2,2,3,3,12,12,12,3,3,12,12,13,13,12,3,3,12,4,11,12
3,12,12,3,9,3,3,3,3,3,3,21,2,2,3,3,3,3,3,12,12,13,13,12,12,3,12,12,13,12,12,1
3,3,12,3,9,3,3,3,3,3,3,21,2,2,3,3,11,12,12,13,13,12,12,3,3,12,12,13,12,3,1,1
9,3,3,3,9,17,18,18,8,18,18,17,12,3,3,11,12,13,13,12,12,3,3,12,12,13,13,12,4,12,1,3
9,9,3,9,9,3,3,3,3,3,3,12,13,12,3,3,3,12,12,3,3,12,12,13,13,13,12,3,3,12,1,12
13,9,9,9,13,3,2,2,2,2,2,12,13,12,3,3,12,3,3,12,12,13,13,13,13,12,10,3,12,3,3,12
13,13,13,13,12,3,3,3,3,3,3,12,13,12,3,3,3,12,12,13,13,13,13,13,13,13,12,10,12,3,3,12
13,13,12,12,3,3,3,3,11,3,3,12,13,13,12,3,12,13,13,13,13,13,12,13,13,13,12,3,3,3,12,3
13,12,12,3,3,10,3,11,3,3,12,12,13,13,12,3,3,12,13,13,12,12,3,12,13,13,12,12,3,1,12,3
13,12,3,3,10,10,3,3,12,12,13,13,13,13,13,12,3,3,12,12,3,12,3,3,12,12,3,3,3,1,12,3
12,3,11,3,10,12,12,12,13,13,13,11,12,13,13,13,12,12,3,3,12,3,12,12,3,3,3,3,12,1,1,12
3,3,11,3,12,13,13,13,12,4,11,4,11,12,13,13,13,10,10,10,10,10,12,10,10,10,10,10,10,12,1,12
3,11,3,3,4,12,12,12,4,11,4,11,12,12,12,12,12,12,12,10,10,10,10,10,1,1,1,1,1,4,4,4
3,11,3,3,3,4,4,4,12,4,11,12,12,4,12,12,4,4,4,12,12,12,3,3,3,3,3,4,4,4,11,11
