10,3,3,3,3,4,4,4,4,3,3,3,4,12,11,11,11,11,3,3,11,11,4,2,21,3,3,3,3,3,3,3
10,3,12,3,4,10,12,12,12,4,3,4,12,13,13,11,11,3,3,11,11,4,3,2,21,3,3,3,3,3,3,3
3,12,12,4,10,10,9,9,13,12,4,4,12,13,12,4,3,3,11,11,4,3,3,2,7,3,3,3,6,3,3,3
3,12,4,10,10,9,9,13,12,4,4,12,13,12,4,3,3,11,11,4,3,3,3,2,21,3,3,3,3,3,3,3
3,4,10,10,9,9,13,12,4,4,12,13,13,12,4,3,3,3,3,3,3,3,3,2,21,3,3,3,3,3,3,3
4,10,10,9,9,13,12,4,11,4,4,12,12,4,3,3,12,12,3,3,3,3,3,12,17,18,18,18,8,18,18,18
4,10,10,9,9,13,12,4,11,11,4,4,4,3,3,12,12,3,3,3,3,3,12,13,12,3,2,2,2,2,2,3
3,4,10,10,9,9,13,12,4,11,4,12,4,4,3,10,10,12,3,3,3,12,13,12,3,3,2,2,2,2,2,3
3,12,12,10,10,9,9,13,12,4,12,13,12,4,3,11,11,12,12,3,3,3,12,3,3,3,14,3,3,3,14,3
9,9,9,9,9,9,9,13,12,12,13,9,13,12,4,3,11,11,12,12,12,3,3,3,11,11,3,3,3,3,11,11
3,12,12,12,9,9,9,9,13,13,9,9,9,13,4,3,4,10,10,10,12,12,12,11,11,3,3,3,3,11,11,4
1,1,4,4,12,12,9,9,9,9,9,9,9,9,13,3,3,4,10,10,10,10,10,10,10,10,3,3,10,12,12,11
1,1,1,11,4,4,12,9,9,9,9,4,4,9,9,13,3,12,13,13,13,13,12,12,12,12,12,3,3,10,11,12
3,12,1,11,11,3,4,10,9,9,4,12,12,4,9,9,9,9,9,9,9,9,13,13,13,13,13,12,3,3,3,12
3,1,1,12,11,3,3,4,10,9,9,4,12,12,4,4,3,3,3,12,9,9,9,9,9,9,9,12,12,3,3,3
3,3,1,1,1,12,12,4,10,10,9,9,4,4,10,4,5,3,3,3,12,12,10,10,10,9,9,9,9,9,9,9
12,12,1,1,1,3,12,12,4,10,10,9,9,10,4,3,3,12,12,3,3,3,3,12,10,10,10,12,12,3,3,3
3,3,1,10,10,4,12,4,3,4,10,10,10,4,3,3,12,13,13,12,3,12,3,3,12,10,10,3,3,3,10,10
3,12,3,3,4,12,13,12,4,3,4,4,4,3,3,12,13,13,12,3,3,3,12,3,3,3,3,3,10,10,3,3
