3,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,3,3,1,1,1,1,1,1,1,1,1,1,3
10,10,10,3,3,3,3,3,12,12,12,12,12,12,12,12,3,3,3,3,3,3,11,11,1,1,12,12,12,12,3,3
9,9,9,9,9,9,9,3,3,3,12,12,13,13,13,13,12,12,3,3,3,3,1,1,1,12,13,13,13,13,12,12
10,3,3,3,3,3,9,9,9,3,3,4,12,12,12,13,13,13,12,12,12,12,12,12,12,13,13,13,13,12,3,3
3,3,12,12,12,3,3,3,9,9,9,3,3,3,4,12,12,12,13,13,13,13,13,13,13,13,13,12,12,3,3,9
3,12,13,13,13,12,12,3,3,3,9,9,9,9,3,3,3,4,12,12,12,12,12,12,12,12,12,4,3,3,9,9
4,12,13,13,13,13,13,12,12,3,3,3,3,9,9,9,9,3,3,4,3,3,3,3,4,3,3,11,9,9,9,3
4,12,13,13,13,13,13,13,13,12,12,12,3,3,3,3,9,9,12,12,12,12,12,12,9,9,9,9,9,3,11,3
12,4,12,13,13,13,13,13,13,13,13,13,12,12,12,3,3,9,9,9,9,9,9,9,9,11,4,3,3,3,3,11
13,12,4,12,13,13,13,13,13,13,13,13,13,13,12,12,3,3,3,3,3,3,3,4,11,3,12,12,12,12,3,3
13,12,4,12,13,13,13,13,13,13,13,13,13,13,13,13,12,3,3,3,12,12,12,12,12,12,13,13,13,13,12,3
13,12,12,4,12,13,13,13,13,12,3,3,3,12,13,13,13,12,3,12,13,13,13,13,13,13,13,13,12,12,4,4
12,3,3,3,12,12,12,12,12,2,2,2,2,2,12,12,12,3,3,3,12,13,13,13,13,13,12,12,4,4,11,11
3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,12,21,12,3,12,4,4,11,11,3,3
3,3,12,3,3,3,3,3,3,2,2,2,2,2,3,3,4,11,11,4,3,3,21,3,3,4,11,11,3,3,3,12
3,12,13,12,3,3,3,20,18,18,18,8,18,18,18,20,3,4,11,11,4,3,7,3,3,3,3,3,3,12,12,3
12,13,13,12,3,3,3,21,3,3,3,3,3,3,3,21,3,3,4,4,3,3,21,3,3,3,3,3,3,3,11,3
13,13,13,12,3,3,3,21,3,3,3,3,3,3,3,21,3,3,3,3,3,12,21,12,3,3,12,12,3,3,3,11
13,13,12,3,3,3,3,21,3,3,3,6,3,3,3,21,3,3,3,3,12,13,13,13,12,12,13,13,12,3,3,12
