10,4,3,3,4,4,4,10,10,10,10,10,10,4,4,3,3,3,3,12,12,3,9,3,3,3,3,3,3,3,3,3
4,3,3,4,11,11,4,4,12,12,13,12,4,4,12,4,12,12,12,13,13,12,9,3,3,12,12,3,3,3,3,3
1,1,4,12,12,11,11,4,4,12,13,12,4,12,12,12,13,13,13,13,13,13,9,3,12,12,20,18,18,8,18,18
1,4,12,13,13,12,4,4,12,13,12,4,12,13,13,13,13,13,13,12,12,12,9,14,3,3,21,3,3,3,3,3
1,4,12,13,12,4,10,4,4,12,4,12,13,13,13,13,13,12,12,3,3,3,9,3,2,2,21,2,3,3,3,3
4,12,13,12,4,10,4,4,12,4,12,13,13,10,10,12,12,3,3,3,3,3,9,3,2,2,21,2,3,3,3,3
4,12,13,12,4,4,12,10,10,10,13,13,10,10,10,10,4,3,3,11,3,3,9,3,2,2,7,2,3,6,3,3
3,4,12,13,12,4,4,10,13,13,10,10,10,10,10,10,4,3,11,3,3,3,9,3,2,2,21,2,3,3,3,3
3,3,4,12,11,12,4,12,13,10,10,10,10,10,10,10,4,3,11,11,3,3,9,3,2,2,21,2,3,3,3,3
10,3,3,4,12,4,12,13,12,10,10,10,13,13,13,13,10,3,3,11,11,3,9,14,3,3,21,3,3,3,3,3
10,3,3,3,4,12,13,12,4,12,10,13,9,9,9,9,13,3,3,3,11,11,9,4,4,12,17,18,18,22,18,18
3,12,1,1,12,13,12,4,4,12,13,9,9,9,9,9,9,13,5,3,3,11,9,11,4,12,12,3,3,3,3,3
3,12,1,1,4,12,4,4,12,13,9,9,12,10,10,10,9,9,13,3,3,13,9,11,11,4,3,3,3,3,3,3
3,3,1,1,1,4,4,12,13,9,9,12,4,4,10,10,10,9,9,13,13,9,9,10,11,11,4,3,3,3,3,12
3,3,12,3,10,3,4,12,13,9,12,4,4,4,4,10,10,10,9,9,9,9,9,9,10,10,4,3,3,3,12,13
4,3,12,3,10,3,4,12,13,9,12,4,3,4,4,4,10,10,10,9,9,9,9,9,12,10,10,4,3,3,12,13
11,4,3,3,3,3,12,13,9,9,12,3,3,12,10,4,4,10,10,10,9,9,9,12,10,12,11,11,4,3,3,12
11,11,4,3,12,1,1,12,9,12,3,3,12,12,10,10,4,4,10,10,10,10,10,4,12,11,11,4,4,4,3,12
4,11,4,3,12,1,1,3,9,3,3,12,12,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,12,4,3,12
