3,3,3,3,3,3,3,21,3,12,12,12,12,12,4,4,4,4,12,12,12,12,4,4,12,16,16,16,16,16,16,16
3,3,3,3,3,3,3,21,3,3,3,3,3,3,3,12,12,4,4,4,4,12,12,12,4,12,12,16,16,16,16,16
3,3,3,6,3,3,3,7,3,3,2,2,3,3,12,16,16,16,16,16,16,12,12,4,4,4,4,12,12,16,16,16
3,3,3,3,3,3,3,21,3,3,2,2,11,3,3,21,3,3,12,12,16,16,16,12,12,12,4,10,4,12,12,16
3,3,3,3,3,3,3,21,3,3,2,11,11,3,3,21,3,3,3,3,3,3,16,16,16,16,12,4,10,4,12,16
18,18,18,8,18,18,18,17,12,3,2,11,2,3,3,19,3,3,12,3,3,3,21,3,3,12,16,12,4,4,12,16
3,2,2,2,2,2,12,16,16,12,2,2,2,3,3,21,3,3,12,12,3,3,21,3,3,3,12,16,12,4,12,16
3,3,3,3,3,3,3,12,16,16,12,3,3,3,3,21,3,3,3,12,3,3,22,3,3,3,12,16,12,4,12,16
3,3,3,3,4,4,3,12,16,16,12,12,12,12,12,16,12,3,5,3,3,3,21,3,3,3,12,16,16,12,4,12
12,3,3,4,11,11,4,3,12,16,12,12,16,16,16,16,16,12,3,3,3,3,21,3,3,4,12,16,16,12,4,1
16,12,4,11,11,11,4,3,3,12,12,16,16,16,16,16,12,3,3,12,12,12,16,12,4,10,12,16,16,16,12,1
16,16,11,11,11,4,3,3,4,12,16,16,16,16,16,16,12,3,12,12,12,16,16,16,12,4,10,12,16,16,12,1
16,16,10,11,10,4,3,12,12,4,12,16,16,16,16,12,3,3,12,12,16,16,16,16,16,12,4,10,16,12,4,1
16,12,12,10,4,3,12,16,16,12,12,12,12,12,12,3,3,12,12,16,16,16,16,16,16,12,10,4,12,4,1,1
12,12,12,4,3,12,16,16,16,16,16,16,12,12,12,12,3,3,12,16,16,16,16,16,16,12,4,10,4,1,1,1
12,12,4,3,4,12,16,16,16,16,16,16,16,16,16,16,12,12,3,12,16,16,16,16,16,16,12,4,1,1,1,10
12,4,3,4,4,4,12,12,12,12,16,16,16,16,16,16,16,12,10,3,12,16,16,12,12,12,4,3,1,1,1,12
4,3,4,12,12,4,4,4,4,4,12,12,12,12,12,12,12,4,4,10,3,12,12,4,4,4,3,3,3,3,12,12
3,4,12,16,16,12,4,4,11,4,4,4,4,4,4,4,4,4,4,4,10,3,3,3,3,3,10,10,3,3,3,12
